run,seq,teamA,teamB,map,winner,rounds,reason
20260923-142354-scrim-bot,57,us:g_iter1,rzhan11.quals_bot,AMaze,B,3092,The winning team won by enemy HQ being d
20260923-142354-scrim-bot,58,snpushpi.whatamidoing,us:g_iter1,Europe,B,932,The winning team won on tiebreakers (mor
20260923-142354-scrim-bot,59,us:g_iter1,stevetimberman.playerbbbbb,DoesNotExist,A,689,The winning team won by enemy HQ being d
20260923-142354-scrim-bot,60,us:g_iter1,thissop.alpha,SoupOnTheSide,A,2523,The winning team won by enemy HQ being d
20260923-142354-scrim-bot,61,uvafan.v14_final_bot,us:g_iter1,Swirl,A,937,The winning team won by enemy HQ being d
20260923-142354-scrim-bot,62,us:g_iter1,willBoyd8.bb8,DoesNotExist,A,689,The winning team won by enemy HQ being d
20260923-142354-scrim-bot,63,us:g_iter1,winkelmantanner.tannerplayer,WaterBot,B,2931,The winning team won by enemy HQ being d
20260923-142354-scrim-bot,64,us:g_iter1,wpine215.stardustv2,Islands2,B,932,The winning team won by enemy HQ being d
20260923-142354-scrim-bot,65,us:g_iter1,yaonam.Robot_1,Hills,B,931,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,1,AngusRitossa.newbot,us:g_iter1,CentralLake,A,677,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,2,us:g_iter1,AngusRitossa.newbot,Spiral,B,932,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,3,us:g_iter1,AngusRitossa.newbot,maptestsmall,B,257,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,4,IvanGeffner.finalbota,us:g_iter1,Infinity,A,1646,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,5,IvanGeffner.finalbota,us:g_iter1,OmgThisIsProcedural,A,703,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,6,us:g_iter1,IvanGeffner.finalbota,TwoLakeLand,B,1568,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,7,us:g_iter1,TeamSerpentine.noodleBot,ALandDivided,B,3090,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,8,us:g_iter1,TeamSerpentine.noodleBot,IceCream,A,931,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,9,us:g_iter1,TeamSerpentine.noodleBot,MoreCowbell,A,687,The winning team won on tiebreakers (mor
20260923-144021-scrim-bot,10,us:g_iter1,Tim-gubski.AngryWaffleMaker,Europe,B,932,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,11,Tim-gubski.AngryWaffleMaker,us:g_iter1,MtDoom,B,2549,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,12,us:g_iter1,Tim-gubski.AngryWaffleMaker,TwoForOneAndTwoForAll,A,2579,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,13,us:g_iter1,VinayaBhat.team10pdx,DoesNotExist,A,2818,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,14,VinayaBhat.team10pdx,us:g_iter1,MoreCowbell,A,689,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,15,us:g_iter1,VinayaBhat.team10pdx,ProceduralConfirmed,A,2931,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,16,awesomelemonade.citricsky,us:g_iter1,CentralSoup,A,932,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,17,awesomelemonade.citricsky,us:g_iter1,Climb,A,931,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,18,awesomelemonade.citricsky,us:g_iter1,Infinity,A,1113,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,19,us:g_iter1,battlecode20-team4.finalbota,Constriction,B,1574,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,20,us:g_iter1,battlecode20-team4.finalbota,Squares,B,1566,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,21,us:g_iter1,battlecode20-team4.finalbota,maptestsmall,B,257,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,22,benzyx.seeding,us:g_iter1,NoU,A,1619,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,23,us:g_iter1,benzyx.seeding,ProceduralConfirmed,B,696,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,24,us:g_iter1,benzyx.seeding,Sheet4,A,3086,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,25,us:g_iter1,cormackikkert.whyPermutator,ChristmasInJuly,A,2951,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,26,cormackikkert.whyPermutator,us:g_iter1,GSF,A,933,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,27,us:g_iter1,cormackikkert.whyPermutator,MoreCowbell,B,2258,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,28,us:g_iter1,cs454-w20-team3.playbot,DoesNotExist,A,2846,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,29,cs454-w20-team3.playbot,us:g_iter1,GSF,A,932,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,30,cs454-w20-team3.playbot,us:g_iter1,RealArt,A,1716,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,31,us:g_iter1,laurenschneider.pdx_team_one,Constriction,B,3088,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,32,laurenschneider.pdx_team_one,us:g_iter1,Egg,A,3061,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,33,us:g_iter1,laurenschneider.pdx_team_one,RealArt,B,3084,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,34,us:g_iter1,mhahn2003.nonrush,Infinity,B,939,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,35,us:g_iter1,mhahn2003.nonrush,IsThisProcedural,A,1414,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,36,mhahn2003.nonrush,us:g_iter1,Volcano,A,3088,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,37,us:g_iter1,mvpatel2000.qual,Europe,B,932,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,38,mvpatel2000.qual,us:g_iter1,OmgThisIsProcedural,A,2823,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,39,mvpatel2000.qual,us:g_iter1,SoupOnTheSide,A,702,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,40,us:g_iter1,poortho.stable_seeding_bot,DisproportionatelySmallGap,B,3032,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,41,us:g_iter1,poortho.stable_seeding_bot,Europe,B,125,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,42,poortho.stable_seeding_bot,us:g_iter1,InADitch,A,138,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,43,ronniesong0809.finalbota,us:g_iter1,CentralLake,A,677,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,44,ronniesong0809.finalbota,us:g_iter1,DisproportionatelySmallGap,A,1576,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,45,us:g_iter1,ronniesong0809.finalbota,SoupOnTheSide,B,1574,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,46,us:g_iter1,rzhan11.quals_bot,CowFarm,B,143,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,47,us:g_iter1,rzhan11.quals_bot,Islands2,B,932,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,48,rzhan11.quals_bot,us:g_iter1,MtDoom,A,3085,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,49,us:g_iter1,uvafan.v14_final_bot,ALandDivided,B,691,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,50,us:g_iter1,uvafan.v14_final_bot,Hourglass,B,1514,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,51,uvafan.v14_final_bot,us:g_iter1,WateredDown,A,465,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,52,us:g_iter1,winkelmantanner.tannerplayer,Prison,B,2976,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,53,winkelmantanner.tannerplayer,us:g_iter1,Soup,A,2929,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,54,winkelmantanner.tannerplayer,us:g_iter1,maptestsmall,A,257,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,55,us:g_iter1,wpine215.stardustv2,DoesNotExist,B,3090,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,56,wpine215.stardustv2,us:g_iter1,NoU,A,3093,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,57,us:g_iter1,wpine215.stardustv2,WateredDown,B,467,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,58,yaonam.Robot_1,us:g_iter1,Constriction,A,1211,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,59,us:g_iter1,yaonam.Robot_1,WhyDidntTheyUseEagles,A,683,The winning team won by enemy HQ being d
20260923-144021-scrim-bot,60,yaonam.Robot_1,us:g_iter1,WhyDidntTheyUseEagles,B,2754,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,1,us:g_iter1,9mAhmad.MahinBot,Constriction,A,1210,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,2,9mAhmad.MahinBot,us:g_iter1,FourLakeLand,B,678,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,3,us:g_iter1,9mAhmad.MahinBot,Maze,A,714,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,4,us:g_iter1,9mAhmad.MahinBot,Sheet4,A,678,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,5,us:g_iter1,9mAhmad.lostincoordinates,Prison,A,2607,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,6,us:g_iter1,9mAhmad.lostincoordinates,RandomSoup2,A,2749,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,7,us:g_iter1,9mAhmad.lostincoordinates,TheHighGround,A,2424,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,8,us:g_iter1,9mAhmad.lostincoordinates,WhyDidntTheyUseEagles,A,2552,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,9,us:g_iter1,A9ine.potato,MtDoom,A,957,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,10,us:g_iter1,A9ine.potato,SoupOnTheSide,A,702,The winning team won on tiebreakers (mor
20260923-152327-scrim-g_iter1,11,A9ine.potato,us:g_iter1,SoupOnTheSide,B,702,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,12,A9ine.potato,us:g_iter1,TwoForOneAndTwoForAll,B,684,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,13,us:g_iter1,ARognes.FinalSubmission,ChristmasInJuly,B,3089,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,14,us:g_iter1,ARognes.FinalSubmission,Islands,A,2965,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,15,us:g_iter1,ARognes.FinalSubmission,Toothpaste,B,1210,The winning team won on tiebreakers (mor
20260923-152327-scrim-g_iter1,16,ARognes.FinalSubmission,us:g_iter1,Volcano,B,3047,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,17,us:g_iter1,AllenWang314.bot1,AMaze,A,682,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,18,us:g_iter1,AllenWang314.bot1,GSF,A,932,The winning team won on tiebreakers (mor
20260923-152327-scrim-g_iter1,19,AllenWang314.bot1,us:g_iter1,Maze,B,714,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,20,us:g_iter1,AllenWang314.bot1,Prison,A,1240,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,21,EmaPajic.Qualifications,us:g_iter1,Infinity,A,1930,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,22,EmaPajic.Qualifications,us:g_iter1,Maze,A,1535,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,23,EmaPajic.Qualifications,us:g_iter1,RandomSoup2,A,1661,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,24,EmaPajic.Qualifications,us:g_iter1,RandomSoup2,A,1661,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,25,us:g_iter1,GabrielDWu.buildawall2,CentralLake,A,2511,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,26,us:g_iter1,GabrielDWu.buildawall2,MtDoom,A,957,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,27,us:g_iter1,GabrielDWu.buildawall2,Sheet4,A,678,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,28,us:g_iter1,GabrielDWu.buildawall2,WhyDidntTheyUseEagles,A,681,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,29,J-J-Chen.player,us:g_iter1,CentralLake,B,516,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,30,us:g_iter1,J-J-Chen.player,OmgThisIsProcedural,A,703,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,31,J-J-Chen.player,us:g_iter1,ProceduralConfirmed,B,696,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,32,J-J-Chen.player,us:g_iter1,SoupOnTheSide,B,702,The winning team won on tiebreakers (mor
20260923-152327-scrim-g_iter1,33,KyleHassold.sprintbot,us:g_iter1,Climb,B,931,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,34,us:g_iter1,KyleHassold.sprintbot,IceCream,A,931,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,35,us:g_iter1,KyleHassold.sprintbot,Showerhead,A,932,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,36,us:g_iter1,KyleHassold.sprintbot,Spiral,A,932,The winning team won on tiebreakers (mor
20260923-152327-scrim-g_iter1,37,cosimogonnelli.Team3player,us:g_iter1,DoesNotExist,B,689,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,38,cosimogonnelli.Team3player,us:g_iter1,Hourglass,A,2525,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,39,us:g_iter1,cosimogonnelli.Team3player,Showerhead,A,2248,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,40,us:g_iter1,cosimogonnelli.Team3player,Squares,A,803,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,41,us:g_iter1,denver-blake.sprint,CentralSoup,A,686,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,42,us:g_iter1,denver-blake.sprint,GSF,A,932,The winning team won on tiebreakers (mor
20260923-152327-scrim-g_iter1,43,us:g_iter1,denver-blake.sprint,Sheet4,A,678,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,44,denver-blake.sprint,us:g_iter1,Squares,B,382,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,45,us:g_iter1,yaonam.Robot_1,Sheet4,A,2716,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,46,yaonam.Robot_1,us:g_iter1,Swirl,A,684,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,47,yaonam.Robot_1,us:g_iter1,TwoLakeLand,B,1862,The winning team won by enemy HQ being d
20260923-152327-scrim-g_iter1,48,us:g_iter1,yaonam.Robot_1,WhyDidntTheyUseEagles,A,683,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,1,us:g_iter2,AngusRitossa.newbot,FourLakeLand,B,2029,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,2,AngusRitossa.newbot,us:g_iter2,GSF,A,2024,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,3,AngusRitossa.newbot,us:g_iter2,Islands,A,2024,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,4,us:g_iter2,EmaPajic.Qualifications,ALandDivided,B,1523,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,5,us:g_iter2,EmaPajic.Qualifications,ALandDivided,B,1523,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,6,us:g_iter2,EmaPajic.Qualifications,Islands,B,1549,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,7,IvanGeffner.finalbota,us:g_iter2,ALandDivided,A,1565,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,8,IvanGeffner.finalbota,us:g_iter2,BeachFrontProperty,A,1566,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,9,IvanGeffner.finalbota,us:g_iter2,Climb,A,1547,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,10,TeamSerpentine.noodleBot,us:g_iter2,TwoForOneAndTwoForAll,B,3101,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,11,us:g_iter2,TeamSerpentine.noodleBot,TwoLakeLand,B,2977,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,12,TeamSerpentine.noodleBot,us:g_iter2,WhyDidntTheyUseEagles,B,681,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,13,Tim-gubski.AngryWaffleMaker,us:g_iter2,AMaze,B,2506,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,14,Tim-gubski.AngryWaffleMaker,us:g_iter2,TwoForOneAndTwoForAll,B,2646,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,15,us:g_iter2,Tim-gubski.AngryWaffleMaker,maptestsmall,A,266,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,16,VinayaBhat.team10pdx,us:g_iter2,ChristmasInJuly,B,2789,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,17,VinayaBhat.team10pdx,us:g_iter2,DisproportionatelySmallGap,B,2917,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,18,VinayaBhat.team10pdx,us:g_iter2,Maze,B,2591,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,19,awesomelemonade.citricsky,us:g_iter2,InADitch,A,1011,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,20,us:g_iter2,awesomelemonade.citricsky,Islands,B,1248,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,21,us:g_iter2,awesomelemonade.citricsky,Toothpaste,B,1075,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,22,battlecode20-team4.finalbota,us:g_iter2,DoesNotExist,A,1570,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,23,us:g_iter2,battlecode20-team4.finalbota,IsThisProcedural,B,717,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,24,battlecode20-team4.finalbota,us:g_iter2,Sheet4,A,1578,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,25,benzyx.seeding,us:g_iter2,BeachFrontProperty,B,3055,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,26,us:g_iter2,benzyx.seeding,MoreCowbell,B,1620,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,27,us:g_iter2,benzyx.seeding,Showerhead,B,2949,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,28,cormackikkert.whyPermutator,us:g_iter2,MoreCowbell,A,2139,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,29,us:g_iter2,cormackikkert.whyPermutator,TheHighGround,B,2159,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,30,cormackikkert.whyPermutator,us:g_iter2,WaterBot,A,2139,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,31,us:g_iter2,cs454-w20-team3.playbot,Prison,A,2892,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,32,us:g_iter2,cs454-w20-team3.playbot,Swirl,B,684,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,33,us:g_iter2,cs454-w20-team3.playbot,WateredDown,A,2724,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,34,us:g_iter2,laurenschneider.pdx_team_one,DoesNotExist,A,3113,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,35,us:g_iter2,laurenschneider.pdx_team_one,Sheet4,B,3107,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,36,laurenschneider.pdx_team_one,us:g_iter2,Sheet4,B,3103,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,37,us:g_iter2,mhahn2003.nonrush,RandomSoup2,A,3097,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,38,us:g_iter2,mhahn2003.nonrush,RealArt,A,3081,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,39,mhahn2003.nonrush,us:g_iter2,TheHighGround,A,3051,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,40,us:g_iter2,mvpatel2000.qual,ALandDivided,B,1896,The winning team won by enemy HQ being d
20260923-154111-scrim-g_iter2,41,us:g_iter2,mvpatel2000.qual,Islands,A,935,The winning team won by enemy HQ being d
